emp_no,first_name,last_name,title,from_date,salary
484574,Gal,Thimonier,Staff,1996-11-24,42021
19042,Rosita,Levergood,Senior Engineer,1996-11-24,40000
15408,Maik,Penttonen,Staff,1996-11-23,40000
218195,Niteen,Poujol,Engineer,1996-11-23,69549
280404,Shuji,Matheson,Engineer,1996-11-23,40000
74766,Mats,Nitta,Technique Leader,1996-11-23,42819
492912,Noritoshi,Braunmuhl,Engineer,1996-11-23,40000
248340,Maris,Dalphin,Engineer,1996-11-23,40000
57312,Muzhong,Preusig,Engineer,1996-11-22,51026
465135,Jayson,Birge,Staff,1996-11-22,71752
431145,Kristinn,Kavanagh,Senior Staff,1996-11-22,81973
254206,Tamiya,Asmuth,Staff,1996-11-21,76338
266904,Shalesh,Jeong,Engineer,1996-11-20,47168
218128,Saeed,Bierbaum,Engineer,1996-11-20,49705
236708,Pascal,Bennet,Engineer,1996-11-20,70431
261507,George,Driscoll,Senior Staff,1996-11-20,68938
413393,Remco,Biros,Engineer,1996-11-20,43984
38716,Toshimo,Perin,Engineer,1996-11-19,65186
499927,Manohar,Heemskerk,Engineer,1996-11-19,70546
27626,Vishu,Flanders,Engineer,1996-11-17,55682
259654,Pranay,Dehkordi,Senior Engineer,1996-11-17,40000
437838,Shooichi,Swiler,Staff,1996-11-17,40000
437955,Kristin,Matteis,Engineer,1996-11-16,58381
217939,Constantine,Masada,Senior Engineer,1996-11-16,46439
260414,Stamatina,Jullig,Technique Leader,1996-11-16,45983
420125,Yongmao,Itschner,Staff,1996-11-15,58277
290995,Siddarth,Bugrara,Technique Leader,1996-11-15,57732
445314,Adel,Caine,Senior Engineer,1996-11-15,50639
243014,Gaurav,Codenie,Engineer,1996-11-15,48145
92145,Marl,Schueller,Staff,1996-11-14,86009
75166,Aamod,Snyers,Engineer,1996-11-14,71375
421372,Guoxiang,Trachtenberg,Staff,1996-11-14,40000
464865,Jordanka,Hofmeyr,Engineer,1996-11-13,44371
33079,Tomoyuki,Lampe,Staff,1996-11-13,61434
409118,Elvia,Wilharm,Staff,1996-11-12,40000
265131,Naftaly,Bottner,Engineer,1996-11-12,41812
470336,Kwun,Farrel,Engineer,1996-11-12,43140
54305,Shaowen,Birke,Technique Leader,1996-11-11,46824
215007,Georgy,Radwan,Staff,1996-11-11,56493
72448,Lena,Assaf,Staff,1996-11-11,53671
96646,Kiam,Shobatake,Staff,1996-11-11,44423
297729,Shawna,Luce,Staff,1996-11-11,49501
230647,Kamakshi,Senzako,Engineer,1996-11-11,50732
294869,Byong,Schiper,Senior Engineer,1996-11-10,67445
43616,Conor,Montemayor,Staff,1996-11-10,40000
297307,Michaela,Trelles,Senior Staff,1996-11-10,43547
292281,Lakshmi,Bardell,Staff,1996-11-10,66114
100656,Persi,Teitelbaum,Engineer,1996-11-10,58825
486531,Hatem,Siepmann,Engineer,1996-11-09,40000
248939,Paris,Ghelli,Staff,1996-11-09,85101
242459,Jaber,Kriebel,Engineer,1996-11-09,40000
413112,Yongmin,Kroha,Engineer,1996-11-08,40000
447121,Girolamo,Giveon,Senior Staff,1996-11-08,41728
22325,Susanta,Hebden,Staff,1996-11-07,44813
411137,Nadjib,Levasseur,Engineer,1996-11-07,40000
249696,Elrique,Whitcomb,Senior Engineer,1996-11-07,50602
423135,IEEE,Wegerle,Technique Leader,1996-11-07,42650
96977,Mabo,Pavlopoulou,Engineer,1996-11-07,40000
437614,Minghong,Hoogerwoord,Engineer,1996-11-07,46805
209306,Tadahiro,Honglei,Engineer,1996-11-07,40000
264383,Freyja,Krohn,Technique Leader,1996-11-07,51371
211859,Gill,Krybus,Engineer,1996-11-07,42358
93080,Amstein,Heering,Staff,1996-11-06,88350
254016,Danel,Bierman,Senior Engineer,1996-11-06,50564
222964,Shugo,Pappas,Engineer,1996-11-06,60670
44088,Uwe,Ohori,Senior Staff,1996-11-06,40000
279770,Chenyi,Brickell,Staff,1996-11-06,95481
90329,Palash,Renear,Senior Staff,1996-11-06,77178
445622,Sasan,Iisaka,Senior Staff,1996-11-05,45739
425914,Ishfaq,Melter,Engineer,1996-11-04,40000
277029,Fumiyo,Bade,Staff,1996-11-04,40000
415818,Aron,Rando,Senior Staff,1996-11-04,83335
19665,Khalid,Zielinski,Technique Leader,1996-11-03,63601
36441,Dekang,Pearson,Engineer,1996-11-03,43986
44734,Shay,Vandervoorde,Engineer,1996-11-03,40000
210010,Youssef,Linnainmaa,Engineer,1996-11-03,56441
471244,Brigham,Kalorkoti,Senior Staff,1996-11-02,42251
443797,Nirmal,Armand,Engineer,1996-11-02,40000
65515,Phillip,Teitelbaum,Staff,1996-11-02,58807
428934,Juichirou,Rahier,Engineer,1996-11-02,68076
70528,Khun,Gimarc,Staff,1996-11-01,40000
252496,Alagu,Polajnar,Engineer,1996-11-01,40000
235236,Kotesh,Furudate,Engineer,1996-11-01,66177
43058,Hauke,Pearson,Engineer,1996-11-01,46940
481660,Babette,Yeung,Senior Engineer,1996-10-31,40000
93219,Dulce,Kolinko,Engineer,1996-10-31,40000
55979,Guangming,VanScheik,Engineer,1996-10-31,48757
271942,Uta,Borstler,Engineer,1996-10-29,49633
93603,Moon,Gniady,Staff,1996-10-29,40000
71463,Ferdinand,Lagarias,Staff,1996-10-29,40000
227235,Boutros,Zykh,Staff,1996-10-28,40000
12642,Suebskul,Gips,Senior Staff,1996-10-28,68271
456078,Christoper,Ranka,Engineer,1996-10-28,54131
262673,Kazuhira,Wixon,Engineer,1996-10-27,40000
443925,Franziska,Jenevein,Senior Engineer,1996-10-27,49635
205629,Guiseppe,Genin,Staff,1996-10-27,66208
251480,Claude,Hedayat,Engineer,1996-10-26,40000
285644,Duri,Schnelling,Engineer,1996-10-26,40000
262736,Maris,Waschkowski,Assistant Engineer,1996-10-26,49779
38243,Herbert,Barreiro,Technique Leader,1996-10-26,42467
65131,Shakhar,Akiyama,Senior Staff,1996-10-25,101208
78932,Yannis,Marquardt,Senior Staff,1996-10-25,64135
249958,Marjo,Bergere,Staff,1996-10-25,61788
479304,Pradeep,Wissmann,Engineer,1996-10-25,40000
407425,Harngdar,Setiz,Engineer,1996-10-25,47946
271421,Nectarios,Litvinov,Senior Engineer,1996-10-24,40000
81000,Neelam,Thisen,Engineer,1996-10-23,51362
267534,Teruyuki,Walstra,Engineer,1996-10-23,40000
400033,Munir,Chenney,Senior Engineer,1996-10-23,40000
277418,Kasidit,Terekhov,Engineer,1996-10-23,67998
477096,Aleksander,Puppe,Senior Engineer,1996-10-23,45588
424224,Arunachalam,Plumb,Staff,1996-10-23,45446
47203,Samphel,Fasbender,Staff,1996-10-22,40000
11993,Marit,Dalphin,Senior Staff,1996-10-22,56505
54789,Munehiro,Boyle,Senior Engineer,1996-10-21,40000
280271,Yucel,Papastamatiou,Staff,1996-10-21,71110
491213,Shaowei,Angot,Staff,1996-10-21,67675
214302,Xiadong,Siegrist,Technique Leader,1996-10-21,40000
106670,Uli,Provine,Senior Staff,1996-10-20,53246
253830,Luerbio,Pintelas,Senior Staff,1996-10-20,55901
96304,Kristof,Stassinopoulos,Senior Staff,1996-10-19,40227
54311,Inderjeet,Chappelet,Engineer,1996-10-19,51180
449323,Woody,Fujisawa,Engineer,1996-10-19,40000
106457,Toshimitsu,Frezza,Engineer,1996-10-19,46491
105634,Szabolcs,Mullainathan,Staff,1996-10-19,50519
223888,Gino,Stentiford,Senior Staff,1996-10-19,44973
422105,Yongdong,Zykh,Staff,1996-10-18,78767
69007,Brewster,McAffer,Staff,1996-10-17,48782
80046,Zhanqiu,Yemenis,Engineer,1996-10-17,57292
223152,Kshitij,Conry,Engineer,1996-10-17,46174
457113,Barry,Cummings,Senior Staff,1996-10-17,40000
83715,Zeydy,Steinauer,Engineer,1996-10-16,40000
36536,Alair,Miara,Engineer,1996-10-16,71404
450495,Isaac,Boguraev,Assistant Engineer,1996-10-16,59354
471584,Volkmar,Ranon,Engineer,1996-10-16,60526
407472,Souichi,Lorin,Engineer,1996-10-16,42034
73969,Yongdong,Prampolini,Engineer,1996-10-16,40140
237262,Jagoda,Otillio,Senior Engineer,1996-10-15,56928
218758,Mariangiola,Krichel,Engineer,1996-10-15,52807
228961,Xiaoshan,Poupard,Senior Engineer,1996-10-15,40000
105739,Zine,Journel,Senior Engineer,1996-10-15,41695
463665,Berthier,Hutter,Engineer,1996-10-15,40000
88938,Rosine,Detkin,Staff,1996-10-15,58097
74772,Anoosh,Esteva,Staff,1996-10-15,64329
492767,Shushma,Tomescu,Senior Staff,1996-10-15,40000
60838,Insup,Serra,Senior Engineer,1996-10-14,41581
286072,Christophe,Luit,Senior Staff,1996-10-14,88769
438052,Beshir,Legleitner,Engineer,1996-10-14,42797
421896,Serif,Chinin,Engineer,1996-10-14,40000
88191,Monique,Sigstam,Engineer,1996-10-14,49564
406949,Rafael,Yoshizawa,Technique Leader,1996-10-14,40000
496522,Jayesh,Bresenham,Senior Engineer,1996-10-14,40000
440902,Satyanarayana,Ermel,Engineer,1996-10-13,64074
413739,Ohad,Pouyioutas,Staff,1996-10-13,40000
460296,Janalee,Kinley,Staff,1996-10-13,40000
73355,Kannan,Rotem,Senior Engineer,1996-10-12,49429
212213,Jaideep,Ozery,Staff,1996-10-11,55352
499213,Badri,Eugenio,Staff,1996-10-11,67168
203792,Hatim,Mahmud,Senior Staff,1996-10-11,64537
456174,Vojin,Raczkowsky,Staff,1996-10-11,73149
264086,Aris,Deverell,Senior Staff,1996-10-10,69981
290396,Arne,Krichel,Technique Leader,1996-10-10,40000
16246,Makato,Masaki,Engineer,1996-10-10,40000
105311,Mohammad,Conry,Staff,1996-10-10,62523
66625,Wayne,Jeong,Engineer,1996-10-10,40000
103223,Jongsuk,Papadias,Senior Engineer,1996-10-10,49621
477274,Michaela,Crabtree,Technique Leader,1996-10-09,43861
498499,Gal,Coorg,Technique Leader,1996-10-09,59532
256179,Barun,Ginneken,Engineer,1996-10-09,56108
449369,Halsur,Litzler,Senior Engineer,1996-10-09,43277
208557,Zhenhua,Servieres,Engineer,1996-10-08,42030
430098,Ymte,Rahier,Staff,1996-10-08,42525
496641,Rayond,Meriste,Technique Leader,1996-10-07,40000
446455,Mabhin,Honiden,Engineer,1996-10-07,40000
277895,Aloke,Swiler,Senior Engineer,1996-10-07,42023
464155,Sachar,Horswill,Assistant Engineer,1996-10-06,58707
442608,Nigel,Melichar,Technique Leader,1996-10-06,41443
411284,Perry,Lubachevsky,Engineer,1996-10-06,67085
453274,Kien,Kitsuregawa,Staff,1996-10-05,55111
217564,Marie,Schnabel,Staff,1996-10-05,91217
204110,Shaw,Kalsbeek,Staff,1996-10-04,54596
292031,Bouchung,Ulupinar,Technique Leader,1996-10-04,42461
250015,DAIDA,Coombs,Staff,1996-10-04,63339
40551,Lillian,Terkki,Engineer,1996-10-04,40000
27914,Valter,Businaro,Senior Staff,1996-10-03,40000
206697,Billie,Quaggetto,Staff,1996-10-03,84926
455902,Marsha,Demos,Engineer,1996-10-03,49101
210337,Utz,Rosch,Senior Staff,1996-10-03,65871
263456,Shichao,Nourani,Engineer,1996-10-03,40000
296447,Roselyn,Boreale,Engineer,1996-10-03,62496
215963,Luigi,Chinen,Staff,1996-10-03,68180
431901,Shahid,Kandlur,Staff,1996-10-02,85808
40489,Yongmao,Bugrara,Assistant Engineer,1996-10-02,40829
423689,Xudong,Schlumberger,Engineer,1996-10-02,40000
462038,Gianluca,Angot,Staff,1996-10-02,51822
441939,Jayson,Hennings,Engineer,1996-10-02,40000
227144,Anneli,Beeson,Assistant Engineer,1996-10-02,65909
25299,Remzi,Binding,Engineer,1996-10-01,48887
51218,Shir,Frijda,Staff,1996-10-01,40000
420988,Chuanyi,Itzigehl,Technique Leader,1996-10-01,60993
67983,Gererd,Heusch,Engineer,1996-10-01,40912
473021,Akemi,Attimonelli,Engineer,1996-10-01,43233
56110,Jouni,Reeken,Senior Engineer,1996-10-01,40000
51806,Fumitake,Tasistro,Staff,1996-09-30,80455
473477,Giap,Lindqvist,Engineer,1996-09-30,40348
280790,Ekawit,Baumann,Senior Engineer,1996-09-30,40000
83052,Henk,Whitcomb,Engineer,1996-09-30,40000
66435,Sampalli,Braunschweig,Engineer,1996-09-30,40521
412319,Kazuhito,Ibel,Staff,1996-09-30,72938
228449,Pascal,Kushnir,Staff,1996-09-29,64469
415251,Domenick,Noriega,Engineer,1996-09-29,46929
12596,Breannda,Roisin,Senior Staff,1996-09-29,40000
219654,Shir,Puppo,Senior Engineer,1996-09-29,50373
215467,Xinyu,Capobianchi,Staff,1996-09-28,40000
27580,Mona,Haumacher,Senior Staff,1996-09-28,41048
101086,Fumino,Breugel,Assistant Engineer,1996-09-28,65639
440882,Sverrir,Kushnir,Engineer,1996-09-28,48698
89270,Francoise,Chachaty,Engineer,1996-09-28,40000
234929,Tonia,Chepyzhov,Staff,1996-09-28,65010
88722,Falguni,Lagarias,Engineer,1996-09-27,56299
34241,Remco,Ariola,Senior Staff,1996-09-27,71910
258003,Abdelghani,Rubsam,Staff,1996-09-26,67536
422208,Shietung,Constantine,Senior Engineer,1996-09-26,40000
401019,Rosalyn,Codenie,Senior Engineer,1996-09-25,42611
94332,Teiji,Sudbeck,Staff,1996-09-24,70419
43447,Lakshmi,Gente,Senior Engineer,1996-09-23,66055
88661,Moheb,Frijda,Engineer,1996-09-23,45953
422078,Yuichiro,Ratnaker,Staff,1996-09-22,40000
223382,Zito,Beilner,Engineer,1996-09-22,50193
66909,Demin,Sooriamurthi,Senior Engineer,1996-09-22,40000
459757,Duri,Chimia,Engineer,1996-09-21,48760
237460,Masami,Ramsey,Senior Staff,1996-09-21,43009
46500,Mong,Keirsey,Engineer,1996-09-21,40000
405765,Ult,Schach,Staff,1996-09-19,88858
63438,Gilbert,Herbst,Senior Staff,1996-09-18,69910
440279,Gretta,Merlo,Staff,1996-09-18,50103
247761,Kazunori,Bresenham,Senior Engineer,1996-09-18,46434
494366,Fumiya,Taubenfeld,Senior Engineer,1996-09-18,40000
227864,Tuval,Soicher,Staff,1996-09-18,45265
16229,Ronnie,Lanzelotte,Senior Staff,1996-09-17,40000
493213,Mats,Maquelin,Technique Leader,1996-09-17,53594
474370,Susanna,Chelton,Staff,1996-09-17,40000
36390,Randi,Potthoff,Staff,1996-09-17,40000
446822,Patricio,Riefers,Engineer,1996-09-16,46923
97208,Leif,Gelosh,Senior Engineer,1996-09-16,58419
485170,Kagan,Condotta,Technique Leader,1996-09-16,50637
471814,Saeed,Keustermans,Engineer,1996-09-16,40000
296087,Eran,Kemmerer,Technique Leader,1996-09-16,40000
243255,Ghassan,Rosca,Staff,1996-09-15,40000
255913,Ibibia,Hofman,Senior Engineer,1996-09-14,60037
44566,Yuqun,Bolotov,Engineer,1996-09-14,69384
424084,Demin,Suwa,Staff,1996-09-14,87141
298036,Ung,Trachtenberg,Technique Leader,1996-09-13,40000
59395,Richard,Karunanithi,Engineer,1996-09-13,40000
433221,Neelam,Biron,Senior Engineer,1996-09-13,46569
20407,Pranas,Genther,Senior Engineer,1996-09-13,53687
204090,Brigham,Collette,Senior Staff,1996-09-13,49175
417356,Chinya,Rosch,Staff,1996-09-12,86694
247216,Georg,Bazzichi,Engineer,1996-09-11,40000
420528,Geraldo,Driscoll,Engineer,1996-09-11,41958
66695,Mihalis,Bondorf,Senior Staff,1996-09-11,44669
475670,Hitomi,Billawala,Engineer,1996-09-10,56363
409321,Kiyotoshi,Isaac,Senior Engineer,1996-09-10,46300
254212,Mayuri,Leijenhorst,Engineer,1996-09-09,52200
468153,Duke,Cannata,Engineer,1996-09-09,41905
463932,Conrado,Marakhovsky,Staff,1996-09-09,65062
278194,Mototsugu,Murillo,Staff,1996-09-09,65127
61539,Morris,Ghandeharizadeh,Senior Staff,1996-09-08,84692
409196,Sudharsan,Kroll,Staff,1996-09-08,40000
282915,Apostol,Iacovou,Engineer,1996-09-08,62969
201976,Achilleas,Rosay,Engineer,1996-09-07,40000
491435,Danny,Codenie,Staff,1996-09-07,60781
467909,Marlo,Birge,Staff,1996-09-07,46134
482282,Ewing,Taneja,Engineer,1996-09-06,40000
80455,Guther,Murrill,Senior Engineer,1996-09-06,55294
37006,Steve,Staelin,Senior Staff,1996-09-06,50081
422156,Chikara,Cardazo,Staff,1996-09-05,67204
255858,Monique,Marzano,Staff,1996-09-05,81471
239471,Marl,Range,Senior Engineer,1996-09-03,48697
231316,Zhilian,Soloway,Engineer,1996-09-03,40000
206016,Suzette,Garrabrants,Staff,1996-09-03,57525
87144,Kshitij,Naudin,Engineer,1996-09-03,68856
287761,Patricia,Pargaonkar,Staff,1996-09-03,68410
435277,Sadegh,Prochazka,Staff,1996-09-03,66652
219621,Constantino,Brookman,Staff,1996-09-02,63325
461776,Bernt,Improta,Senior Staff,1996-09-02,40000
22749,Snehasis,Famili,Senior Engineer,1996-09-02,53701
257407,Evgueni,Speer,Senior Staff,1996-09-01,49114
408474,Rosli,Krohn,Senior Staff,1996-09-01,61235
433687,Conrado,Giveon,Senior Staff,1996-09-01,50112
226573,Nathan,Penn,Engineer,1996-09-01,40000
68626,Pragnesh,Schrift,Senior Engineer,1996-08-31,40000
263194,Ranan,Gini,Senior Engineer,1996-08-31,40000
447149,Teiji,Eppinger,Staff,1996-08-31,69243
216801,Heon,Vasanthakumar,Senior Staff,1996-08-31,69562
464425,Shaunak,Murtafg,Senior Staff,1996-08-30,40000
216191,Yuuichi,Bernick,Technique Leader,1996-08-30,40000
202271,Josyula,Benner,Staff,1996-08-30,71249
96844,Tommaso,Maliniak,Engineer,1996-08-30,40000
71779,Hironoby,Cooman,Engineer,1996-08-30,69098
431410,Kensei,Nyanchama,Engineer,1996-08-29,40000
263398,Rutger,Gente,Staff,1996-08-29,43104
28306,Wilmer,Papsdorf,Senior Engineer,1996-08-29,42741
79429,Koldo,Swab,Engineer,1996-08-28,50826
250621,Ute,Baar,Engineer,1996-08-28,56226
15726,Zhilian,Parascandalo,Staff,1996-08-28,70522
263544,Kazuyasu,Baez,Senior Engineer,1996-08-28,40000
231034,Xiaobin,Coors,Staff,1996-08-27,67819
66991,Khoa,Ranum,Assistant Engineer,1996-08-27,51285
49715,Shunichi,Lieblein,Technique Leader,1996-08-27,72581
480366,Chikara,Eiter,Senior Staff,1996-08-27,83998
416076,Kenton,Junet,Staff,1996-08-27,55123
67301,Xuedong,Danlos,Staff,1996-08-26,80777
477302,Chenxi,Budinsky,Senior Staff,1996-08-26,81493
232357,Doowon,Biros,Staff,1996-08-26,51755
91227,Spyrose,Bala,Assistant Engineer,1996-08-26,40000
84114,Gaetan,Naudin,Senior Engineer,1996-08-26,40000
479357,Noritoshi,Perez,Engineer,1996-08-25,40000
292598,Hiroyasu,Litecky,Senior Engineer,1996-08-25,49879
48514,Dinah,Sadowsky,Technique Leader,1996-08-25,60364
412118,Emran,Marchesini,Senior Engineer,1996-08-24,47659
260781,Bangqing,Walstra,Senior Engineer,1996-08-24,42417
22908,Eran,Bratsberg,Staff,1996-08-23,40000
290895,Serge,Badr,Engineer,1996-08-23,40000
278510,Gil,Baak,Engineer,1996-08-23,63571
231818,Gretta,Hartvigsen,Technique Leader,1996-08-23,60042
444568,Valter,Kroll,Staff,1996-08-22,40000
71788,Reinhard,Verspoor,Senior Staff,1996-08-22,40000
473134,Navid,Perz,Senior Engineer,1996-08-22,47106
286526,Ulises,Dengi,Engineer,1996-08-22,51843
490619,Flemming,Orsini,Engineer,1996-08-20,54632
57996,Zhonghua,Xiaoshan,Staff,1996-08-20,100072
107517,Haldon,Nannarelli,Staff,1996-08-20,69243
241123,Tomoyuki,Jonsson,Staff,1996-08-20,64480
479275,Isamu,Lores,Senior Staff,1996-08-19,43664
445742,Ayonca,Teitelbaum,Senior Engineer,1996-08-19,50041
101888,Eran,Ritcey,Engineer,1996-08-19,40000
483069,Masaru,Baek,Engineer,1996-08-19,40000
218924,Apostol,Hiraishi,Senior Staff,1996-08-19,70406
498434,Tua,Zaiane,Assistant Engineer,1996-08-18,40000
82601,Munehiko,Nitto,Senior Engineer,1996-08-18,49779
279308,Ziva,Kopetz,Senior Engineer,1996-08-18,47715
405623,Claude,Rosar,Engineer,1996-08-18,47781
209752,Amabile,Gulak,Senior Staff,1996-08-18,94327
82557,Cheong,McClure,Technique Leader,1996-08-17,53070
449215,Arvind,Trumbly,Staff,1996-08-16,40000
415661,Fen,Schiper,Engineer,1996-08-16,44961
448899,Rance,Mattern,Engineer,1996-08-16,40445
294966,Mrinalini,Esposito,Staff,1996-08-15,53773
479749,Wilmer,Giaccio,Engineer,1996-08-15,54506
62804,Emran,Bahr,Engineer,1996-08-15,57104
25547,Krassimir,Ranum,Technique Leader,1996-08-15,40000
276240,Aamod,Kitsuregawa,Senior Engineer,1996-08-15,40000
100205,Nahid,Gustavson,Technique Leader,1996-08-14,40000
480966,Duri,Mahnke,Technique Leader,1996-08-14,45654
20602,Martins,Dratva,Engineer,1996-08-14,53455
298325,Felicidad,Iisaku,Engineer,1996-08-13,52000
438726,Ewing,Serov,Staff,1996-08-13,41469
214758,Remmert,Bruckman,Senior Engineer,1996-08-12,40000
20968,Nimmagadda,Rijsenbrij,Technique Leader,1996-08-12,40063
481961,Arne,Zumaque,Staff,1996-08-12,56609
272028,Laurentiu,Curless,Senior Engineer,1996-08-12,43152
26770,Ibibia,Ghelli,Senior Engineer,1996-08-11,53125
100352,Moss,Poupard,Senior Engineer,1996-08-11,42705
461531,Kenton,Speek,Senior Staff,1996-08-11,40000
478005,Werner,Bage,Senior Staff,1996-08-11,51521
458830,Denny,Murillo,Technique Leader,1996-08-10,40323
202075,Stafford,Peternell,Staff,1996-08-10,40000
257099,Nevin,Swan,Senior Staff,1996-08-09,49711
50377,Charlene,Lipner,Senior Engineer,1996-08-09,71990
270033,Muneo,Sluis,Senior Engineer,1996-08-09,54685
253081,Jenwei,Setlzner,Technique Leader,1996-08-09,40000
205332,Gita,Baar,Staff,1996-08-09,59638
15470,Weiwu,Huhdanpaa,Engineer,1996-08-08,40693
268747,Kitty,Casperson,Engineer,1996-08-08,40000
48840,Gay,Alpay,Engineer,1996-08-08,55885
105633,Dmitry,Androutsos,Engineer,1996-08-07,40000
29777,Dharmaraja,Muntz,Staff,1996-08-07,44291
45177,Alassane,Iacovou,Engineer,1996-08-07,40000
286589,Gill,Coombs,Staff,1996-08-07,40000
269969,Premsyl,Schaap,Engineer,1996-08-06,62352
84883,Vishv,Khalil,Staff,1996-08-06,61829
18310,Ioana,Dalton,Senior Engineer,1996-08-06,41095
43594,Moni,Hoogerwoord,Senior Staff,1996-08-05,68494
22691,Morris,Bottner,Senior Staff,1996-08-05,62992
78907,Georgi,Detkin,Engineer,1996-08-05,40000
471664,Breannda,Bharadwaj,Assistant Engineer,1996-08-05,50014
56389,Ronghao,Ghandeharizadeh,Senior Engineer,1996-08-05,40000
498639,Bojan,Zastre,Technique Leader,1996-08-04,40000
29594,Yolla,Ermel,Staff,1996-08-04,47004
467381,Satyanarayana,Perez,Engineer,1996-08-04,58285
436893,Duro,Perko,Engineer,1996-08-03,48706
70310,Neven,Ranai,Staff,1996-08-03,56415
264099,Toshimitsu,Rettelbach,Senior Engineer,1996-08-03,67158
465663,Anoosh,Llado,Staff,1996-08-03,66840
418125,Khun,Baar,Staff,1996-08-02,95306
88136,Shir,Stille,Engineer,1996-08-02,61112
478027,Mitchel,Pettis,Senior Staff,1996-08-01,40000
206731,Phuoc,Ramras,Senior Engineer,1996-08-01,47835
405940,Kaijung,Crouzet,Senior Engineer,1996-08-01,41050
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,53003
56227,Shen,Makrucki,Staff,1996-07-31,52748
43080,Leucio,Piancastelli,Engineer,1996-07-31,40000
279249,Alagu,Litecky,Staff,1996-07-31,73559
497663,Herb,Siksek,Senior Staff,1996-07-31,63580
33907,Jaihie,Kisuki,Staff,1996-07-31,67143
498451,Sukumar,Hasenauer,Engineer,1996-07-30,40000
240684,Masaki,Bain,Staff,1996-07-29,43169
61627,Uma,Beausoleil,Technique Leader,1996-07-29,42605
32261,Bernt,Dehkordi,Senior Engineer,1996-07-29,61148
73758,Serenella,Sevcikova,Senior Engineer,1996-07-28,44201
415633,Eirik,Baaleh,Staff,1996-07-27,40000
31910,Koldo,Vingron,Staff,1996-07-27,40000
54371,Sivanarayana,Esposito,Engineer,1996-07-26,54998
95223,Torsten,Quittner,Engineer,1996-07-26,40000
27759,Subhada,Spelt,Senior Engineer,1996-07-26,40000
227517,Aria,Rathonyi,Staff,1996-07-26,75567
421730,Vishwani,Feldhoffer,Senior Engineer,1996-07-25,60987
242499,Kendra,Denis,Engineer,1996-07-25,40000
413166,Koldo,Salverda,Senior Staff,1996-07-24,61714
480797,Ugo,Siprelle,Senior Staff,1996-07-24,40000
412675,Ortrun,Kobara,Staff,1996-07-24,40261
299587,Visit,Schaad,Engineer,1996-07-24,63186
459085,Freyja,Pearson,Senior Staff,1996-07-23,57111
18790,Florina,Rahier,Senior Engineer,1996-07-22,41481
85901,Tommaso,Hagimont,Senior Staff,1996-07-22,78584
248614,True,Rodiger,Staff,1996-07-22,48798
260700,Eishiro,Taubenfeld,Senior Staff,1996-07-20,96900
297563,Mechthild,Hedayat,Staff,1996-07-20,40000
103252,Domenick,Baca,Technique Leader,1996-07-20,40000
17871,Ebbe,Hedayat,Engineer,1996-07-20,48561
280247,Lorien,Desikan,Senior Engineer,1996-07-19,40000
238689,Maha,Mamelak,Engineer,1996-07-19,51046
102451,Vugranam,Harbusch,Engineer,1996-07-19,40000
292053,Shuji,Brandsma,Engineer,1996-07-19,58110
232686,Kazuhiko,Akiyama,Staff,1996-07-19,52341
493871,Nimmagadda,Butterworth,Senior Engineer,1996-07-18,51931
210042,Alejandra,Hitomi,Senior Staff,1996-07-18,84492
90453,Beshir,Pashtan,Engineer,1996-07-18,83673
69022,Kendra,Benzmuller,Senior Staff,1996-07-17,67026
81999,Mabhin,Vigier,Senior Staff,1996-07-17,40000
215102,Horward,Puoti,Senior Staff,1996-07-17,74527
275581,Honglan,Azulay,Staff,1996-07-17,40000
492643,Renny,Homond,Staff,1996-07-16,50109
410356,Yongqiao,Belinskaya,Staff,1996-07-16,40000
494163,Ghassan,Mahnke,Engineer,1996-07-16,54999
32615,Geoffrey,Sadowski,Senior Staff,1996-07-16,40000
10076,Erez,Ritzmann,Senior Engineer,1996-07-15,47319
223425,Billur,Weedon,Senior Staff,1996-07-14,44352
39900,Adas,Schach,Technique Leader,1996-07-14,40000
67761,Jagoda,Rothe,Staff,1996-07-14,40000
218442,Hausi,Neiman,Engineer,1996-07-14,43307
291330,Mona,Ligten,Staff,1996-07-13,56724
263940,Suebskul,Emmerich,Senior Staff,1996-07-13,63504
207455,Hyuckchul,Kisuki,Engineer,1996-07-12,40000
272615,Debatosh,Heyers,Staff,1996-07-12,63848
215643,Nidapan,Staelin,Engineer,1996-07-12,40000
235710,Sachem,Bonifati,Senior Staff,1996-07-12,82460
461005,Vugranam,Zaccaria,Staff,1996-07-11,54122
205245,Angus,Raczkowsky,Engineer,1996-07-11,54462
104785,Przemyslawa,Porotnikoff,Senior Staff,1996-07-11,40000
496020,Lene,Coombs,Staff,1996-07-11,58868
281935,Kasturi,Munke,Engineer,1996-07-11,49089
58475,Angel,Chaudhury,Engineer,1996-07-11,40000
276179,Stein,Matteis,Senior Engineer,1996-07-11,51098
261516,Kitty,Ravishankar,Staff,1996-07-11,40000
264855,Slavian,Peres,Senior Staff,1996-07-11,91271
281118,Munir,Leaver,Staff,1996-07-10,72801
51541,Zito,Boudaillier,Engineer,1996-07-10,40000
105264,Chrisa,Simkin,Senior Staff,1996-07-10,56850
463185,Yahiko,Rosay,Senior Staff,1996-07-10,63224
59087,Shakhar,Erdmenger,Senior Staff,1996-07-10,69570
411900,Mari,Wynblatt,Staff,1996-07-09,93358
